Time,Sample Temperature,Program Temperature,Frequency,Raw Dynamic Force,Raw Static Force,In-Phase Angle,Out-Of-Phase Angle,Zero Displacement,Min Displacement,Max Displacement,Spring Stiffness,C*,Measured Tan Delta,Corrected Total Tan Delta,Corrected Total Delta,Stiffness*,Total Stiffness',Stiffness Less Spring,Inertia,Sample Stiffness',Ratio of Sample to Total Stiffness,Total Stiffness'',Sample Stiffness'',Total Applied Static Force,Static Force,Static Force Corrected,Static Displacement,Static Displacement Corrected,Static Stress,Static Stress Corrected,Static Strain,Static Strain Corrected,Dynamic Force,Displacement Amplitude,Dynamic Stress,Dynamic Strain,Storage Modulus,Loss Modulus,Tan Delta,Loss Viscosity,Storage Viscosity,Complex Viscosity,Shear Storage Modulus,Shear Loss Modulus,Complex Modulus,Shear Complex Modulus, 
0.000000,23.000000,22.000000,1.000001,0.000000,2047.000000,-752.375000,-58.125000,35176518.625000,34333.875000,34369.875000,0.000042,754.616894,0.077255,0.064345,0.064257,0.000000,0.000000,-2503.232974,1.850475,-2501.382499,-1351.751723,0.000000,-1.870764,0.000000,0.033698,0.000000,0.013462,0.000000,8424.555626,0.000000,0.002692,0.000000,-0.000000,0.000037,-0.000000,0.000007,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.063508,23.000000,22.000000,1.000001,0.000000,2050.000000,-867.375000,26.375000,35379753.625000,34484.000000,34634.000000,0.000042,867.775911,-0.030408,-0.043271,-0.043244,0.000000,0.000000,-2498.839551,1.850475,-2496.989076,-1349.377509,-0.000000,-1.867481,0.017698,0.031874,0.001824,0.019838,0.006376,7968.547493,456.008132,0.003968,0.001275,-0.000000,0.000043,-0.000000,0.000009,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.143526,23.000000,22.000000,1.000001,0.000000,2060.000000,316.875000,-1936.625000,36081505.625000,35001.750000,35524.750000,0.000042,1962.377679,-6.111637,-6.646293,-1.421457,0.000000,0.000000,-2484.644373,1.850475,-2482.793898,-1341.706408,-0.000000,-1.856872,0.076692,0.027302,0.006396,0.041855,0.028393,6825.580224,1598.975402,0.008371,0.005679,-0.000000,0.000014,-0.000000,0.000003,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.222038,23.000000,22.000000,1.000001,0.000000,2074.000000,102.875000,1801.375000,37114280.125000,35859.375000,36539.875000,0.000041,1804.310161,17.510328,14.284342,1.500904,0.000000,0.000000,-2466.605167,1.850475,-2464.754692,-1331.957988,0.000000,-1.843391,0.159283,0.023879,0.009819,0.074257,0.060795,5969.782589,2454.773037,0.014851,0.012159,-0.000000,0.000006,-0.000000,0.000001,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.285214,23.000000,22.000000,1.000001,0.000000,2087.000000,-596.125000,-352.375000,38110099.375000,37116.750000,37344.250000,0.000041,692.483326,0.591109,0.573905,0.521011,0.000000,0.000000,-2452.568569,1.850475,-2450.718094,-1324.372585,0.000000,-1.832901,0.235975,0.022770,0.010929,0.105499,0.092038,5692.409817,2732.145809,0.021100,0.018408,-0.000000,0.000030,-0.000000,0.000006,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.364393,23.000000,22.000000,1.000001,0.000000,2098.000000,-1879.750000,325.750000,38958386.000000,37820.750000,38324.625000,0.000041,1907.766528,-0.173294,-0.186556,-0.184436,0.000000,0.000000,-2443.303607,1.850475,-2441.453132,-1319.365782,-0.000000,-1.825977,0.300868,0.021925,0.011773,0.132113,0.118651,5481.270584,2943.285041,0.026423,0.023730,-0.000000,0.000093,-0.000000,0.000019,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.425897,23.000000,22.000000,1.000001,0.000000,2111.000000,-1118.625000,-577.125000,39910729.125000,38601.875000,39408.750000,0.000041,1258.727594,0.515924,0.499765,0.463460,0.000000,0.000000,-2435.924036,1.850475,-2434.073561,-1315.377848,0.000000,-1.820462,0.377560,0.017040,0.016658,0.161992,0.148530,4260.079922,4164.475703,0.032398,0.029706,-0.000000,0.000056,-0.000000,0.000011,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.487909,23.000000,22.000000,1.000001,0.000000,2122.000000,-890.375000,131.125000,40744890.875000,39501.500000,40047.750000,0.000041,899.978559,-0.147269,-0.160419,-0.159064,0.000000,0.000000,-2432.121862,1.850475,-2430.271387,-1313.323147,-0.000000,-1.817620,0.442453,0.015182,0.018516,0.188163,0.174701,3795.475554,4629.080071,0.037633,0.034940,-0.000000,0.000044,-0.000000,0.000009,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.550922,23.000000,22.000000,1.000001,0.000000,2132.000000,-281.250000,-250.750000,41488448.750000,40161.625000,40798.500000,0.000041,376.798520,0.891556,0.868759,0.715285,0.000000,0.000000,-2430.838519,1.850475,-2428.988044,-1312.629625,0.000000,-1.816661,0.501447,0.012654,0.021044,0.211491,0.198029,3163.461672,5261.093953,0.042298,0.039606,-0.000000,0.000014,-0.000000,0.000003,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.613264,23.000000,22.000000,1.000001,0.000000,2143.000000,-1214.250000,306.500000,42281303.000000,41069.250000,41561.375000,0.000041,1252.335942,-0.252419,-0.266128,-0.260100,0.000000,0.000000,-2431.651379,1.850475,-2429.800904,-1313.068897,-0.000000,-1.817269,0.566340,0.008420,0.025279,0.236366,0.222904,2104.899365,6319.656261,0.047273,0.044581,-0.000000,0.000060,-0.000000,0.000012,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
0.675761,23.000000,22.000000,1.000001,0.000000,2154.000000,-391.375000,-493.125000,43077605.375000,41756.500000,42343.625000,0.000041,629.560685,1.259981,1.227270,0.887086,0.000000,0.000000,-2434.713038,1.850475,-2432.862563,-1314.723423,0.000000,-1.819557,0.631233,0.005077,0.028622,0.261349,0.247887,1269.163572,7155.392054,0.052270,0.049577,-0.000000,0.000020,-0.000000,0.000004,1.000000,0.000748,0.000748,0.000119,0.159155,0.159155,0.370370,0.000277,1.000000,0.370370, 
